country,city,station,parameter,value,date,source
Japan, ,一宮市小信中島字川南１２－３,pm25,8.0,2023-07-28 08:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,pm25,5.0,2023-07-28 09:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.011,2023-07-14 16:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.005,2023-07-21 19:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.005,2023-07-21 20:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.005,2023-07-21 21:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.005,2023-07-21 22:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.003,2023-07-27 15:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.004,2023-07-27 16:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.004,2023-07-27 17:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.004,2023-07-27 18:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.005,2023-07-27 19:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.005,2023-07-27 20:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.004,2023-07-27 21:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.004,2023-07-27 22:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.01,2023-07-27 23:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.005,2023-07-28 00:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.005,2023-07-28 01:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.004,2023-07-28 02:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.004,2023-07-28 03:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.005,2023-07-28 04:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.005,2023-07-28 05:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.005,2023-07-28 06:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.004,2023-07-28 07:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.003,2023-07-28 08:00:00+00:00,hours
Japan, ,一宮市小信中島字川南１２－３,no2,0.01,2023-07-28 09:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.012,2023-07-14 16:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.012,2023-07-21 19:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.012,2023-07-21 20:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.012,2023-07-21 21:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.012,2023-07-21 22:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.006,2023-07-27 15:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.009,2023-07-27 16:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.007,2023-07-27 17:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.006,2023-07-27 18:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.006,2023-07-27 19:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.007,2023-07-27 20:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.009,2023-07-27 21:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.008,2023-07-27 22:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.006,2023-07-27 23:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.008,2023-07-28 00:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.012,2023-07-28 01:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.022,2023-07-28 02:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.013,2023-07-28 03:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.014,2023-07-28 04:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.015,2023-07-28 05:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.015,2023-07-28 06:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.013,2023-07-28 07:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.016,2023-07-28 08:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,no2,0.009,2023-07-28 09:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,11.0,2023-07-14 16:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,9.0,2023-07-21 19:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,9.0,2023-07-21 20:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,9.0,2023-07-21 21:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,9.0,2023-07-21 22:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,6.0,2023-07-27 15:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,8.0,2023-07-27 16:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,5.0,2023-07-27 17:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,5.0,2023-07-27 18:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,5.0,2023-07-27 19:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,5.0,2023-07-27 20:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,6.0,2023-07-27 21:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,12.0,2023-07-27 22:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,12.0,2023-07-27 23:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,15.0,2023-07-28 00:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,16.0,2023-07-28 01:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,18.0,2023-07-28 02:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,18.0,2023-07-28 03:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,21.0,2023-07-28 04:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,24.0,2023-07-28 05:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,18.0,2023-07-28 06:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,12.0,2023-07-28 07:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,11.0,2023-07-28 08:00:00+00:00,hours
Japan, ,一宮市平島２－１－１２,pm25,10.0,2023-07-28 09:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,14.0,2023-07-14 16:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,8.0,2023-07-21 19:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,8.0,2023-07-21 20:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,8.0,2023-07-21 21:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,8.0,2023-07-21 22:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,5.0,2023-07-27 15:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,4.0,2023-07-27 16:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,4.0,2023-07-27 17:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,5.0,2023-07-27 18:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,5.0,2023-07-27 19:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,5.0,2023-07-27 20:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,7.0,2023-07-27 21:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,11.0,2023-07-27 22:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,16.0,2023-07-27 23:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,15.0,2023-07-28 00:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,13.0,2023-07-28 01:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,14.0,2023-07-28 02:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,15.0,2023-07-28 03:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,17.0,2023-07-28 04:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,22.0,2023-07-28 05:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,19.0,2023-07-28 06:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,9.0,2023-07-28 07:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,7.0,2023-07-28 08:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,pm25,7.0,2023-07-28 09:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.009,2023-07-14 16:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.006,2023-07-21 19:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.006,2023-07-21 20:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.006,2023-07-21 21:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.006,2023-07-21 22:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.004,2023-07-27 15:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.005,2023-07-27 16:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.004,2023-07-27 17:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.004,2023-07-27 18:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.004,2023-07-27 19:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.004,2023-07-27 20:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.004,2023-07-27 21:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.005,2023-07-27 22:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.005,2023-07-27 23:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.004,2023-07-28 00:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.004,2023-07-28 01:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.004,2023-07-28 02:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.004,2023-07-28 03:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.004,2023-07-28 04:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.005,2023-07-28 05:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.006,2023-07-28 06:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.004,2023-07-28 07:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.005,2023-07-28 08:00:00+00:00,hours
Japan, ,一宮市木曽川町黒田字北宿二ノ切２４７－１,no2,0.01,2023-07-28 09:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.014,2023-07-14 16:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.007,2023-07-21 19:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.007,2023-07-21 20:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.007,2023-07-21 21:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.007,2023-07-21 22:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.004,2023-07-27 15:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.006,2023-07-27 16:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.004,2023-07-27 17:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.005,2023-07-27 18:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.005,2023-07-27 19:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.006,2023-07-27 20:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.006,2023-07-27 21:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.005,2023-07-27 22:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.004,2023-07-27 23:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.005,2023-07-28 00:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.007,2023-07-28 01:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.007,2023-07-28 02:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.006,2023-07-28 03:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.009,2023-07-28 04:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.009,2023-07-28 05:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.006,2023-07-28 06:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.005,2023-07-28 07:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.009,2023-07-28 08:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,no2,0.011,2023-07-28 09:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,14.0,2023-07-14 16:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,7.0,2023-07-21 19:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,7.0,2023-07-21 20:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,7.0,2023-07-21 21:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,7.0,2023-07-21 22:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,5.0,2023-07-27 15:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,7.0,2023-07-27 16:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,7.0,2023-07-27 17:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,5.0,2023-07-27 18:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,6.0,2023-07-27 19:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,6.0,2023-07-27 20:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,6.0,2023-07-27 21:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,7.0,2023-07-27 22:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,9.0,2023-07-27 23:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,14.0,2023-07-28 00:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,13.0,2023-07-28 01:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,17.0,2023-07-28 02:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,17.0,2023-07-28 03:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,19.0,2023-07-28 04:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,24.0,2023-07-28 05:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,22.0,2023-07-28 06:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,13.0,2023-07-28 07:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,11.0,2023-07-28 08:00:00+00:00,hours
Japan, ,一宮市松降通７－２７－５,pm25,10.0,2023-07-28 09:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,12.0,2023-07-14 16:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,9.0,2023-07-21 19:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,9.0,2023-07-21 20:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,9.0,2023-07-21 21:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,9.0,2023-07-21 22:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,7.0,2023-07-27 15:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,5.0,2023-07-27 16:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,6.0,2023-07-27 17:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,5.0,2023-07-27 18:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,7.0,2023-07-27 19:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,2.0,2023-07-27 20:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,6.0,2023-07-27 21:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,7.0,2023-07-27 22:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,6.0,2023-07-27 23:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,5.0,2023-07-28 00:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,4.0,2023-07-28 01:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,10.0,2023-07-28 02:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,9.0,2023-07-28 03:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,9.0,2023-07-28 04:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,11.0,2023-07-28 05:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,14.0,2023-07-28 06:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,10.0,2023-07-28 07:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,13.0,2023-07-28 08:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,pm25,16.0,2023-07-28 09:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.005,2023-07-14 16:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.004,2023-07-21 19:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.004,2023-07-21 20:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.004,2023-07-21 21:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.004,2023-07-21 22:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.002,2023-07-27 15:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.003,2023-07-27 16:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.003,2023-07-27 17:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.004,2023-07-27 18:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.005,2023-07-27 19:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.005,2023-07-27 20:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.006,2023-07-27 21:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.004,2023-07-27 22:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.004,2023-07-27 23:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.004,2023-07-28 00:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.005,2023-07-28 01:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.006,2023-07-28 02:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.003,2023-07-28 03:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.003,2023-07-28 04:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.003,2023-07-28 05:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.005,2023-07-28 06:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.008,2023-07-28 07:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.008,2023-07-28 08:00:00+00:00,hours
Japan, ,一関市山目字三反田１５２－１,no2,0.006,2023-07-28 09:00:00+00:00,hours
